id	filename	md5	size	state
45fbfdc4-4f63-4236-b8fe-20c379919dc2	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4315-01A-01D-1407-05.gdc_hg38.txt	4c69cd97fb0c62e1f3a337bef36d749b	141287052	validated
4637e3fc-5c3d-4655-a10c-514cc68a00b6	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-G4-6297-11A-01D-1721-05.gdc_hg38.txt	fb18e54e8d05aebeed6634fa25bdcfc2	141275164	validated
466c1751-f0ee-41e2-bd78-6898753e2aec	jhu-usc.edu_COAD.HumanMethylation450.2.lvl-3.TCGA-CM-5864-01A-01D-1651-05.gdc_hg38.txt	bca63bfc30a56bb903a4eef627dd5474	141287034	validated
4748108a-3beb-4751-a858-7c91813df15a	jhu-usc.edu_COAD.HumanMethylation450.8.lvl-3.TCGA-AD-6895-01A-11D-1926-05.gdc_hg38.txt	f4d13ae4758058674ff8a298449e0edb	141264469	validated
47be177c-aad3-41b2-9e78-2eadc823034b	jhu-usc.edu_COAD.HumanMethylation450.13.lvl-3.TCGA-A6-A565-01A-31D-A28O-05.gdc_hg38.txt	eebd03f85aca755ecf252291e0164bde	141279523	validated
4891eef3-c70b-4a1c-a59b-83bd4857da74	jhu-usc.edu_COAD.HumanMethylation450.7.lvl-3.TCGA-DM-A282-01A-12D-A16X-05.gdc_hg38.txt	e1eee7190becf61b5a65160a34cfbcfe	141279363	validated
4a8edf70-f1e5-459e-8942-fb0f2d4c601b	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AA-3663-01A-01D-1721-05.gdc_hg38.txt	92f9c31a0a31177e29fbaaa489cb40c3	141261365	validated
4ada5e23-bc87-4e6a-8b22-aaf0d4c3f536	jhu-usc.edu_COAD.HumanMethylation450.4.lvl-3.TCGA-A6-6142-01A-11D-1772-05.gdc_hg38.txt	64fcf2fe80af656a6f1c9e4a513babea	141289577	validated
4b8a5e30-7638-4eba-bd6e-367215ecfcb9	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AZ-4614-01A-01D-1407-05.gdc_hg38.txt	f6f38d2b3d76fd29d179a9c49a109923	141282569	validated
4c2bc154-5f3e-46fa-b357-a08e3bb2399b	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-A6-2684-01C-08D-A27A-05.gdc_hg38.txt	ff4fc1d64fad2b3151a3fbb6136f1894	141266203	validated
4eebbe79-73ad-4e65-8f55-dff759ded366	jhu-usc.edu_COAD.HumanMethylation450.12.lvl-3.TCGA-A6-3809-01A-01D-A27A-05.gdc_hg38.txt	034fade7111c9d5fb259a3b4b2e7ecc1	141263616	validated
4ff02268-8b4b-44a0-bc12-d1fe58571c83	jhu-usc.edu_COAD.HumanMethylation450.3.lvl-3.TCGA-AY-6386-01A-21D-1721-05.gdc_hg38.txt	a4cedec8a0cd8aa17ac6def49060e060	141275193	validated
50895587-1a88-4a2c-b22c-cd4849ee8243	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-A6-6651-01A-21D-1837-05.gdc_hg38.txt	c2803b2fb06dee7d4fb9a85630dd75de	141270265	validated
50c54bef-2c8e-4d10-a549-158c3b2437ad	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-CA-6715-01A-21D-1837-05.gdc_hg38.txt	fb2536a0060ed974cc35866d3f188f75	141291624	validated
